1;3.76889;0
2;8.00986;4.24097
3;-4.37412;12.6237
4;-3.59929;8.95988
5;-2.5626;7.01729
6;-2.34859;5.73359
7;-2.03448;4.85594
8;-1.99674;4.20553
9;-1.75911;3.71654
10;-1.70689;3.32458
11;-1.45622;3.01763
12;-1.36853;2.7561
13;-1.08708;2.55082
14;-0.960482;2.36499
15;-0.855492;2.20419
16;-0.908322;2.06251
17;1.28512;2.92654
18;0.880487;2.78868
19;0.847242;2.63804
20;0.803967;2.50304
21;0.757277;2.38132
22;0.737276;2.27059
23;0.708131;2.16982
24;0.841629;2.08173
25;1.14067;2.01899
26;1.05098;1.94186
27;1.02139;1.86879
28;1.01074;1.80084
29;0.984015;1.73784
30;0.985717;1.67891
31;0.920437;1.62516
32;0.917958;1.57356
33;0.934323;1.52522
34;0.900858;1.48006
35;0.825193;1.43914
36;0.767353;1.39979
37;0.761558;1.36144
38;0.749379;1.32519
39;0.750392;1.29076
40;0.697067;1.25921
41;0.687921;1.22814
42;0.699864;1.19861
43;0.698643;1.1704
44;0.695561;1.1435
45;0.738381;1.11862
46;0.751693;1.09411
47;0.790113;1.07127
48;0.759917;1.04914
49;0.761101;1.02751
50;0.772205;1.00681
51;0.747375;0.987186
52;0.713294;0.968615
53;0.695563;0.950329
54;0.679862;0.932696
55;0.663703;0.915724
56;0.252929;0.988604
57;0.0685708;0.98845
58;0.0290441;0.972062
59;-0.060233;0.959606
60;-0.0363415;0.94378
61;-0.0370867;0.928179
62;-0.0547128;0.913256
63;-0.0398883;0.898765
64;-0.0278294;0.884693
65;-0.0791037;0.872484
66;-0.0788248;0.859162
67;-0.0760462;0.846247
68;-0.033468;0.834795
69;-1.79012e+37;nan
70;-0.0188717;0.810839
71;0.0183262;0.800202
72;-0.0101172;0.789522
73;-0.0577345;0.780086
74;-0.0591587;0.769474
75;-0.0577097;0.759146
76;-0.0482305;0.749151
77;-0.0228697;0.739792
78;-0.0650439;0.731463
79;-0.029207;0.723033
80;-0.028949;0.713938
81;0.0529119;0.709805
82;0.0807506;0.701648
83;0.0780204;0.693149
84;0.0704895;0.684889
85;0.0295618;0.678019
86;-0.136044;0.69025
87;-1.41975e+37;nan
88;-0.0964802;0.675859
89;-0.0937602;0.668227
90;-0.0913404;0.660765
91;-0.0935171;0.653468
92;-0.0966228;0.646333
93;-0.125453;1.16998e+81
94;-0.142174;0.633371
95;-0.122171;0.626988
96;-0.122719;0.620422
97;-0.119381;0.614002
98;-0.11083;0.607764
99;-0.118399;0.601642
100;-0.106178;0.59572
