1	0.00394142
2	0.315908
3	0.823909
4	2.00759
5	0.873729
6	1.08648
7	0.57953
8	3.432
9	1.5135
10	0.581449
11	0.100216
12	0.173681
13	0.648424
14	1.13011
15	1.51391
16	1.07674
17	0.76512
18	0.121023
19	0.810728
20	0.64846
21	1.76193
22	1.0774
23	4.21092
24	0.105042
25	1.90009
26	0.069676
27	0.263883
28	1.09456
29	0.469812
30	0.121502
31	0.774112
32	0.559848
33	0.678827
34	0.252757
35	0.560805
36	0.209595
37	2.6025
38	7.42321
39	0.652323
40	0.191418
41	0.282714
42	0.201473
43	0.198381
44	0.0664164
45	0.684836
46	0.499479
47	0.946516
48	1.57713
49	1.98132
50	0.432155
51	1.21329
52	0.425288
53	0.424536
54	0.27398
55	0.595548
56	1.61398
57	1.31103
58	0.101373
59	0.289091
60	1.06538
61	0.296995
62	1.27411
63	0.66749
64	0.343487
65	0.0188359
66	0.089225
67	0.7303
68	3.93722
69	1.03557
70	1.36244
71	2.09701
72	2.26451
73	3.24994
74	0.947133
75	0.922139
76	0.244692
77	0.264366
78	2.54754
79	0.305286
80	2.34366
81	1.35667
82	0.398176
83	1.12913
84	0.750136
85	2.27585
86	0.233938
87	1.00294
88	0.434712
89	3.99842
90	0.374904
91	3.64769
92	1.20873
93	0.0527591
94	0.156649
95	0.48835
96	0.672082
97	0.236584
98	2.21018
99	0.618954
100	0.224936
101	0.560697
102	0.387929
103	0.67957
104	3.08546
105	2.64072
106	0.0256923
107	1.11009
108	0.793248
109	0.747387
110	0.380807
111	0.979143
112	0.642292
113	1.73004
114	0.591365
115	0.770517
116	0.0750572
117	0.086889
118	2.55012
119	0.54551
120	1.26156
121	0.827211
122	3.14712
123	1.74141
124	2.49678
125	4.19401
126	3.52824
127	1.17684
128	0.297335
129	0.235425
130	0.91168
131	1.24908
132	0.529496
133	1.34153
134	0.747812
135	0.309443
136	0.402556
137	1.27128
138	0.674347
139	0.660315
140	1.0788
141	0.334951
142	0.831714
143	0.583077
144	0.279741
145	0.327768
146	0.327267
147	1.97239
148	0.429564
149	0.377082
150	0.894703
151	0.809667
152	2.24643
153	0.336627
154	0.146462
155	0.804839
156	0.364805
157	0.666685
158	2.33345
159	0.0387475
160	2.79847
161	1.04389
162	0.287098
163	1.48517
164	0.529923
165	3.9756
166	0.467377
167	0.735685
168	0.913891
169	1.61158
170	0.994577
171	0.157773
172	2.3145
173	1.08958
174	1.52007
175	0.0193548
176	0.0336499
177	0.371288
178	2.53821
179	0.298966
180	3.69253
181	1.67035
182	1.44246
183	0.0569354
184	0.85272
185	0.33149
186	1.10954
187	0.456015
188	4.09412
189	1.71749
190	0.63801
191	1.11765
192	2.40328
193	2.31239
194	0.291791
195	0.286635
196	0.23821
197	0.890452
198	3.08139
199	1.32618
200	0.777197
201	0.488198
202	0.335296
203	0.073379
204	0.693766
205	0.514254
206	0.180342
207	0.997401
208	0.698719
209	0.506588
210	3.35885
211	0.259747
212	0.832026
213	0.00962987
214	0.369312
215	0.882949
216	0.649487
217	0.675431
218	0.38989
219	1.05042
220	4.1353
221	0.456806
222	4.39167
223	0.106739
224	2.74323
225	0.954008
226	1.63425
227	1.38865
228	0.380115
229	5.17279
230	0.364373
231	1.44802
232	3.42747
233	1.69233
234	0.0623174
235	0.453041
236	1.50509
237	0.357705
238	1.23489
239	1.04391
240	2.02523
241	0.426469
242	0.122021
243	0.428761
244	0.359851
245	0.43227
246	2.45491
247	1.57467
248	0.514647
249	0.189474
250	0.535454
251	0.318555
252	0.983866
253	0.800505
254	1.42485
255	2.79927
256	4.18242
257	0.703017
258	0.582681
259	0.978759
260	0.395703
261	0.689073
262	0.331093
263	0.774717
264	1.32965
265	0.600414
266	1.4146
267	0.357336
268	0.555358
269	1.907
270	1.11302
271	0.462359
272	0.804774
273	0.105015
274	0.556846
275	1.60239
276	0.401974
277	0.66705
278	0.0918082
279	0.899974
280	3.06797
281	0.585944
282	1.70954
283	0.644975
284	0.603581
285	0.548616
286	0.836262
287	3.92802
288	0.650446
289	0.561235
290	1.29309
291	0.737287
292	2.05556
293	0.0465396
294	0.576729
295	0.226951
296	2.98674
297	0.106177
298	1.14512
299	2.11344
300	1.95078
301	0.0143878
302	1.6176
303	0.857047
304	1.56571
305	0.377666
306	0.210134
307	0.253661
308	3.38908
309	2.04518
310	1.10533
311	0.572173
312	3.81614
313	1.80883
314	0.417957
315	0.429914
316	1.36108
317	2.1186
318	0.496164
319	0.639494
320	4.5852
321	1.33168
322	0.0654789
323	1.62795
324	1.91184
325	2.24824
326	2.5111
327	1.31721
328	0.462024
329	3.31856
330	1.8609
331	0.637482
332	0.988525
333	0.154138
334	0.395504
335	1.49448
336	0.190039
337	1.30498
338	0.563918
339	2.70972
340	1.29493
341	1.39811
342	1.87587
343	0.71914
344	1.17019
345	2.13946
346	0.656064
347	2.30152
348	0.895921
349	0.792481
350	0.521352
351	0.928483
352	0.494093
353	2.12744
354	1.06944
355	1.52091
356	0.00683706
357	0.202092
358	0.438062
359	0.00313431
360	0.0105584
361	0.107648
362	0.0354354
363	0.797891
364	2.56772
365	0.0604131
366	1.18359
367	0.203294
368	0.147477
369	0.340723
370	0.065221
371	0.564673
